id,sentence,label
3670,pripovjedači otvaraju pitanja o svojoj poziciji ulozi priče i ispričanoga a ta pitanja otvaraju unutar diskursa povijesnih crtica kronika te obrada povijesnih legendi od kojeg bi se to najmanje očekivalo,1
3672,ako ironiju najuže shvatimo kao izbjegavanje jednoznačnosti kako je naziva hutcheon 1994 44 pa uzmemo u obzir andrićeve tekstove i postavimo pitanje gdje se najviše pojavljuje ta dvoslojnost koja upućuje na drugi trag ili drugo značenje postaje jasno da se odgovor kreće u domeni uloge i prezentacije pripovjedača,1
3673,glas pripovjedača njegova struktura pouzdanost pozicija nešto je što u andrićevim tekstovima neprestano izmiče zbunjuje i ulijeva kako to kaže stojanović nesigurnost koja upućuje na to da imamo posla s ironijskim potencijalom i to u punoj njegovoj složenosti,1
3675,za razliku od retoričke ironije koja se gradi unutar stabilnog poretka svijeta kozmička ironija oslanja se na romantičarski stav o svijetu koji je u svim svojim komponentama paradoksalan i nedokučiv kao totalitet osim ako se i sami prema njemu ne odnosimo dvosmisleno biti 2000 226,1
3676,nekoliko autora sugerira mogući ironijski rascjep pripovjedačke pozicije te predlaže rješenja s obzirom na to kako vide taj rascjep,1
3677,jedno je od njih sukob sadržaja i strukture kako ga vidi stanko lasić,1
3678,on navodi četiri moguća odnosa sadržaja i strukture,0
3679,prvi je tip odnosa dominacija strukture u kojem je sadržaj proziran i oskudan a struktura se nameće kao dominanta koja determinira smisao,1
3680,drugi je tip adekvatnost strukture sadržaju u kojem se radi o svojevrsnoj ravnoteži,0
3681,u trećem tipu sadržaj skriva ili potiskuje strukturu sastoji se od takvih proširenja koja struktura ne može obuhvatiti kao što su slijepi rukavci i sporedni tokovi radnje,1
3682,i najznačajniji četvrti tip u kojem je sadržaj suprotan strukturi sadržaj narušava nametnutu i postavlja alternativnu strukturu u pozadini prvotno uočljive strukture lasić 1977 7882,0
3683,kao paradigmatski primjer četvrtog tipa lasić navodi upravo andrićevu prokletu avliju,0
3685,nasuprot smirenom izrazu postavljen je disharmoničan sadržaj nasuprot jednostavnom izrazu kompleksna dubina isto 8283 drugi je mogući rascjep onaj između epskog diskursa i polifonije u širem ili egzistencijalističkog diskursa u užem smislu o čemu su pisali enver kazaz krešimir nemec i zdenko lešić,1
3686,kazaz uočava dvije poetičke orijentacije u teorijskom tretmanu regionalne književnosti a to su egzistencijalistička i epska,0
3687,kako bi nam približio epski kulturni kod opisuje ga kao kod oblikovan oko zbivanja presudnih za opstanak kolektiva ocrtava strukturu nacionalnih vrijednosti od slušateljačitatelja traži bezuvjetno prihvaćanje epske vizije kao istine povijesti dok mu se govornik obraća iz svoje nadhistorijske perspektive kazaz 2012 96,1
3688,upravo ovaj andrićev tekst nastavlja kazaz označava lom između epskog koda i nove egzistencijalističke poetike6 nemecova konstatacija o andrićevoj poetici nastavlja se na argumentaciju o sukobu s epskim andrić uprokletoj avliji odustaje od epske širine i umjesto toga inzistira na intenzitetu i detaljima nemec 2014 176,1
3689,i lešić primjećuje da se epsko kao varijacija monofonog i polifono ocrtavaju izmjenom ekstradijegetskog i homodijegetskog pripovjedača,1
3690,dok je vanjski ekstradijegetski pripovjedač karakterističan za epski diskurs pripovjedač proklete avlije napušta tu poziciju i ulazi u priču pričajući je iznutra a ne izvana lešić 2001,1
3692,on kreće od uvjetovane homogenosti sigurnosti i pouzdanosti priče,1
3693,to su karakteristike koje upućuju na diskurs povijesne istine a nju jamči njen epski narator,0
3694,budući da je povratak priči tj kući nemoguć a pouzdanost samo neostvarena tlapnja iz određene perspektive mogu se uočiti napukline,1
3695,i to uglavnom u sferi pripovjedača koji ostavlja tragove sumnje u ispričano kao i u svoju ulogu i status,1
3696,iza prividno pouzdanog prenošenja povijesti naziru se nastavlja škvorc ironijski intonirane taktike koje dekonstruiraju historiografsku fikciju,1
3697,time se dovodi u pitanje mogućnost vjernog prenošenja onoga što je bilo i što je značajno za zajednicu jer je iskaz opterećen pridodanim značenjima koja se ne uklapaju škvorc 2006 199230,1
3698,škvorc u još jednom tekstu uspoređujući ironijske potencijale miroslava krleže i andrića inzistira na tezi o napuklinama koje upućuju na elemente postmodernosti kod obojice autora,1
3699,andrić se poigrava čitateljem ističući u prvi plan strukturne elemente teksta izraz i struktura tradicionalnog naratora ili prenositelja povijesnih istina ratova legendi i značajnih osoba dok u pozadini ustrajno radi na njihovoj destabilizaciji škvorc 2003 311,1
3700,ono što se čini paradoksalnim a što bi pozivajući se na škvorca trebalo prihvatiti jest činjenica da su takozvane povijesne crtice i kronike na koje podsjećaju njegovi tekstovi otvorene i nestabilne strukture,0
3701,škvorc taj rascjep tumači kao autorovo taktiziranje kojim se otvara sukob između odnosa moći u ispripovijedanom svijetu i moći pripovijedanja svijeta škvorc 2012 318,1
3702,on nadilazi jednostavno naratološko pitanje ucjepljivanja drugih glasova u početno zadanu monološku perspektivu i postavlja pitanje kako se polifono umnožavanje perspektiva odnosi prema ucjepljivanju teksta u povijest u kulturukulture i kanonkanone isto 319,1
3703,ironijski obrat odvija se na razini zamjene velike priče nizom malih priča ponovno prema modelu zamjene autoritativnoga glasa raspršenošću glasova oslobođenih represivnog sustava moći isto 321,1
3704,dakle škvorcova interpretacija ironijskog potencijala ide u smjeru postkolonijalne kritike koja spomenuti sukob čita kao suprotstavljanje subalternog drugog kolonijalnim glasovima podrivanjem njihova prava na priču ispričano to jest na konstrukciju pripovjednog svijeta,1
3705,teza ovog rada najbliža je škvorcovu načinu čitanja ironije ali u modificiranom obliku,1
3706,naime budući da ironija kao što tvrdi booth 1974 4462 uzrokuje probleme ondje gdje nema pluralnosti jer uključuje alternativna značenja inzistira na višeznačnosti i problematizira ona značenja koja su imala privilegiran položaj na taj bi se privilegirani položaj mogao staviti bilo koji hegemonijski glas,1
3707,naime monološki glas prema kojem je usmjerena destrukcija ako ćemo u tom smjeru voditi interpretaciju nije više kolonijalni glas nego nacionalna identitetska paradigma isključivosti,1
3708,s obzirom na naznačenu mogućnost čitanja ironijskog rascjepa između pripovjedačkih pozicija potrebno je naglasiti da takvo čitanje neizbježno uključuje i mogućnost implicitnog autora u romanu prokleta avlija,1
3709,on je naznačen u brojnim analizama ali nije iskorišten kao polazište za nove interpretacije teksta,1
3710,tako visković 2000 11 samo napominje da se može govoriti o bliskosti pozicije mladića koji je u ulozi likapripovjedača i objektivnog vanjskog pripovjedača koji može predstavljati implicitnu autorsku poziciju,1
3712,u kontekstu takvih konotacija spominju se i činjenice povezane s prikupljanjem građe za roman te biografski podaci koji navode na zaključak o posebnom odnosu autora prema ovom tekstu,0
3713,tako nemec isto 176177 spominje kako se andrić zainteresirao za biografiju turskog princa i nesuđenog sultana džema za vrijeme obavljanja dužnosti vicekonzula u španjolskoj ali da to nije prva književna obrada tog povijesnog lika spominje se i u epu victora hugoa legenda vjekova dakle znakovito je napomenuti unutar epskog koda,0
3714,leovac 1979 134 također izvodi zanimljiv zaključak da andrićev fra petar u određenoj mjeri kretnjama i svjetonazorom podsjeća na povijesnu ličnost fra petra alovića,1
3715,7 isti autor navodi i vrlo sugestivan podatak da je andrić izjavio kako mu je iskustvo tamnovanja u mariboru pomoglo u pisanju proklete avlije isto 138,0
3716,povijesne činjenice kao platformu za nova čitanja romana zaokružuje škvorc 2012 312 tezom kako su tekstovi u kojima se pojavljuje lik fra petra pogodni za iščitavanje autorske intencije,1
3717,na tragu iste te intencije visković uočava efekt zrcaljenja u odnosu između pripovjedača zrcalni je odnos između fra petra i ćamila te između ćamila i džema,1
3718,time je prikazano što se događa kada biograf ili pisac uđe u svijet svog junaka i s njime se poistovjeti visković 1997,1
3719,doista čudi što na tom mjestu visković ne nastavlja niz koji bi uključio još jedan par zrcalnog odnosa naime samog autora i fra petra kazaz izloženu argumentaciju koja se odnosi na pripovjedače interpretira u smjeru sociologije književnosti smještajući tekst u tadašnji društvenopolitički kontekst,1
3720,tako je prokleta avlija za njega politički roman koji tematizira nasilje političkog sistema nad pojedincem u formi parabole smještajući radnju u prošlost iako tekst jasno koketira s političkom aktualnošću u smislu staljinističkih i titovih progona kazaz 2012 182,1
3721,služeći se modernističkim skepticizmom andrić je potencirao mogućnost ideološke pluralizacije društva isto 187,0
3722,tako kazaz vrlo efektno povezuje tekst preko ironijskog podteksta proizašlog iz rascjepa pripovjedačkih pozicija s tadašnjim društvenim kontekstom i time naznačuje i središnje pitanje ovog rada do kojeg smo konačno došli može li se spomenuti ironijski potencijal na isti način čitati u kontekstu suvremene društvene situacije na prijelazu tisućljeća,1
3723,taj kontekst na području takozvane regije kazaz je ocrtao sljedećim kvalifikacijama dominacija etnofobične interpretacije povijesti i sadašnjosti s političkoideološkom zloupotrebom etnokulturnih polja gdje je etnonacionalistička ideologija postavljena kao metaoznačitelj cjelokupne društvene prakse isto 910,1
3724,budući da je do sada bilo riječi o interpretaciji u smjeru dekonstrukcije kolonijalnoga glasa u škvorcovim radovima kazaz postavlja tezu koja čini most prema središnjoj tezi ovog rada,1
3725,drugi iz književnosti južnoslavenskog romantizma dakle osvajačkolonijalizator osmansko carstvo austrougarska u književnosti s konca dvadesetog vijeka postaje prvi susjed susjedna nacija koja dijeli istu krvavu povijesnu sudbinu,1
3726,s obzirom na dominaciju koncepata nacionalnih identiteta temeljenih na etničkim postavkama andrićeva polifonija mogla bi značiti pokušaj njihove destrukcije,0
3727,u njegovu složenom tekstu ništa nije onako kako se čini a kada se pridoda kontekst autora i kulturnog koda tako određujućeg i značajnog kada je u pitanju ironija općenito koji se odnosi na hegemonijske pritiske svrstavanja u jedan nacionalni identitet i njegovu verziju povijesti pojedini elementi počinju poprimati sasvim drugačije značenje,1
3728,kazaz je postavio andrića kao modelskog autora koji iz svog nadnacionalnog motrišta uopćenog temeljenjem na modernističkom univerzalnom humanizmu i transsuvremenom esencijalizmu te estetskom utopizmu konstruira sliku bosne kao policentričnog hibridnog rubnog kulturnog identiteta isto 249,1
3729,u završnom spajanju interpretacijskih šavova o andrićevu pozicioniranju preko modela implicitnog autora dovoljno je toga rečeno ali nije dovedeno u vezu konkretno s poigravanjem pripovjedačkom istinom u prokletoj avliji,1
3730,monološki diskurs pouzdanog pripovjedača koji u formi svjedočanstva ili kronike jedini posjeduje pravo na priču i ispričano i to tako da je tijekom cijelog procesa pričanja kontrolira destabliziran je upravo na način na koji je andrić u izvanknjiževnom djelovanju destabilizirao zatvorene homogene nacionalne paradigme,0
3731,u suvremenom kontekstu hegemonijskog pritiska u smjeru opredjeljenja za nametnute identitetske koncepte prokleta avlija može se čitati kao poetički otpor u kojem se očituje implicitni autor,1
3734,taj je individualni svijet duhovni prostor fluidnih egzistencija bez čvrstih uporišta,1
3735,andrić se služi ironijskim taktikama kako bi se poigravao instancijom pripovjedača,1
3736,tekst tretira kao sferu poigravanja pripovjedačevim glasom njegovim karakteristikama stavom svjetonazorom pozicijom i odnosom prema ispričanome,1
3737,takva bi se strategija mogla dovesti u vezu s odgovarajućim društvenokulturnim kontekstom,1
3738,prisutan je utjecajan izvanknjiževni glas nekada kolonijalni o kojem je pisao škvorc danas nacionalni o kojem tezu postavlja ovaj rad koji prodire ne samo u političko polje kao fizička ili vojna prisila nego i u semantičko polje kao glas koji zahtijeva da se uvaži njegova prisutnost i koji traži da se slijedi njegovo tumačenje,1
3739,taj se glas postavlja kao da posjeduje pravo na uspostavljanje dominantnih a marginaliziranje alternativnih značenja,1
3740,u tako definiranim odnosima s jasnom hijerarhijom značenja očito je da će pokušaj destabilizacije i pluralizacije biti usmjeren prema poziciji onoga tko govori,1
3741,za andrića je zato razumljiva zaokupljenost onim tko govori onim tko ima moć nad oblikovanjem pripovjednog univerzuma i tko polaže pravo na definiranje odnosa u tekstu,1
3742,u andrićevoj prozi upravo zbog opisanih ironijskih taktika fikcionalni je svijet univerzum prepun napuklina jer nitko ne polaže pravo na monološku projekciju tog totaliteta,1
3743,izvanbrodski dnevnik svojom je strukturom i zaokruženošću sinteza novakova pripovjedačkog opusa1 taj roman nastavlja se na piščeva prijašnja djela izgubljeni zavičaj mirisi zlato i tamjan dalje treba misliti treba umrijeti logično i južne misli ponajprije svojim opsesivnim temama izgubljenog zavičaja odnosa između ideologije i subjekta jezika i šutnje te želje za logičnim umiranjem,1
3744,u prijašnjim je djelima već opisan gubitak zavičajnosti mitskog otoka i djetinjstva kao polazišta novakova pripovjedačkog svijeta i kasnije razočaranje u revoluciju u kojoj je i sam sudjelovao,1
3745,v biti tako zaključuje kako je u novakovim novelama kao i u gotovo čitavom opusu presudan pokušaj pripovjedača da se oslobodi alternative otoka i revolucije što se u romanu izvanbrodski dnevnik pokušava konačno razriješiti,1
3746,odnos između otoka i revolucije kao jedno od temeljnih uporišta novakove proze jest odnos između prošlosti djetinjstva i mita te budućnosti kojoj je težila revolucija ali koja je donijela razočaranje i gubitak iluzija,1
3748,tri dijela romana kao tri kompozicijske cjeline jednosmjerno more školjka šumi i nekropola povezuje magistar glavni lik ujedno i pripovjedač te kronotop putovanja,1
3749,u prvom dijelu romana magistar putuje trajektom s otoka na kopno ali trajekt ne može isploviti iz luke zbog magle,0
3750,nakon što ipak isplovi nasuče se na svjetionik a poslije odsukavanja vraća se u luku,0
3751,trajekt alegorijski može predstavljati državu s kapetanombarbom kao njezinim vođom s podređenom mu posadom kao državnim aparatom i konačno s putnicima kao građanima podanicima a stanje te države alegorijski je prikazano kao slika broda u magli već poznatog toposa izgubljenosti i dezorijentacije,1
3752,brod ne može isploviti zbog magle isplovljava onda kada je magla najgušća i nasukava se na svjetionik simboličnu zvijezdu vodilju udarajući u svoju svijetlu budućnost,1
3754,u umobolnicu vrapče sprovodi ga općinski funkcionar sirena,0
3755,u vlaku se odvija zamjena uloga što dovodi do niza obrata i situacija svojstvenih žanru vodvilja,1
3756,u trećem dijelu romana nekropola magistar se vraća iz zagrebačke umobolnice na otok kako bi prisustvovao ukopu zbog kojeg su mu općinske vlasti otele njegovo posljednje utočište grobno mjesto,1
3758,putovanje je tako alegorijski prikazan subjektov životni i literarni put i ima narativnu i simboličku dimenziju otok je ishodište prijelaz s otoka na kopno jest prijelaz između dvaju zasebnih kronotopa svijet je nalik na umobolnicu u kojoj magistar nalazi privremeno utočište a povratak na otok prostorno je vremensko i literarno zaokruživanje cjeline,1
3759,cikličnost putovanja odnosno života3 u prvom je dijelu romana povezana ponajprije s tadašnjim aktualnim političkim uređenjem prikazanim u obliku alegorije,0
3760,tri dijela romana mogu se žanrovski označiti kao alegorija vodvilj i groteska,0
3761,ideologija koja zastire pogled na stvarnost u romanu je prikazana u obliku magle,1
3762,magla je vlastita vidna smetnja koja zastire svijet i koja se u cijelom romanu pojavljuje u brojnim oblicima zamagljivanje objektivna magla magleno stanje odmaglio zvono magle nabito magleno tijesto žvačući maglu magleni zastor,1
3763,magla ovdje nije samo metafora socijalističke ideologije već ideologije uopće koja ograničava pogled na svijet i dijeli ga na vidljivo i nevidljivo,1
3764,iza ideološke magle ne vidi se prava zbilja odnosno svijet onakav kakav jest ako je to uopće moguće,1
3765,magistar je svjestan te ideologije koju promiče jedno društvo ali i svoje nemoći da se suprotstavi tom sustavu i bilo što promijeni,0
3766,on zato postaje izopćenik medicinski slučaj s radarskim očima 4 koji za razliku od kapetana i ostalih likova vidi kroz maglu ili iza magle,1
3767,vožnja bi nas možda umivala povjetarcem ali mi stojimo sve stoji magla se više ne ljulja i ne smuca uokolo nego nam se ona čini kao vlastita vidna smetnja kao oftalmična migrena koja nam zastire svijet i od koje vidimo mrlju kamo god pogledali,1
3768,iako možemo pretpostaviti da se ovdje misli na određenu ideologiju zapravo je riječ o ideologiji uopće kao sustavu ideja i uvjerenja koji iskrivljuju pogled na stvarnost,1
3769,međutim magistrova je pozicija naglašena njegovim uvidom on jedini vidi iza magle jer ima radarske oči kojima gleda iza ideološki omeđenog i zadanog pogleda i mišljenja čime se izdvaja njegova pozicija lika izopćenika,1
3770,osudu ideologije i težnju za promjenom zamjenjuju deziluzija i rezignacija,1
3771,nakon sloma iluzije slijede radikalna deziluzija ironija i cinizam,1
3772,stoga subjektov put nije put sazrijevanja i spoznaje već sinkronijski presjek stanja društva u kojem je on već prije spoznao apsurd tog stanja ali i svog egzistencijalnog položaja koji određuju nemoć i izopćenost,1
3773,što vrijedi meni skupi sjaj moje rezignacije kad opet dijelim isti mutni vidik s ovim prokletnicima i kad me valja ista mrtvež koja i njih na istoj splavi s njima pod istim znacima zlokobnim na nebu,1
3774,svjestan sam ja svoje velike nemoći,0
3776,nemoć subjekta povezana je i s nemoći jezika da obuhvati i izrazi stvarnost što ću obrazložiti u nastavku rada,1
3777,u romanu se najčešće polazi od pojedinačne pripovjedne situacije nakon koje gotovo redovito slijede kraće ironične usporedbe ili nešto duže refleksije koje se često uobličavaju u esejističkoraspravljačke unutarnje komentare koji potvrđuju određeno saznanje o društvu i subjektovu položaju,1
3778,pogled pripovjedača s radarskim očima povezan je tako i s narativnim postupcima jer on predočava svoj dijegetski svijet tako što ga kazivanjem zapravo sam istovremeno otkriva i stvara kao što je to metalepsom naznačeno u sljedećem ulomku,1
3779,odšetao sam u maglu vozeći kao puž svoj vidni balon noseći zvono magle u kojemu me okružuje uvijek isto svijetlo vidjelo kud god pođem što iz toga kruga izađe ne postoji više nema drugih putnika ni vozača u njihovim zamagljenim kutijama nema mora niti obale izvan moga malog vidokruga gubi se sve u nestvarnome rasteru iza kojeg je ništavilo sasvim blizu nadohvat tamo kuda sam maločas prošao kao da sam tvorac koji pred sobom stvara a za sobom briše svijet koračajući samo tlima što ih je za sebe upravo stvorio,1
3781,paradoks prethodi dotičnoj zbilji,0
3783,zato se i radnja razvija putem paradoksa na brodu sve je predviđeno tako nepredviđeno 459a iz pristaništa se polazi oduvijek u neprikladno vrijeme 459b čeka se onda kada se može isploviti a isplovljava onda kada je to gotovo nemoguće trajekt se nasukava baš na svjetioniku a umjesto domaćeg tegljača stare ribarske podrtine trajekt spašava njemački gliser,1
3784,na temelju do sada navedenog da bi se uopće moglo govoriti o svijetu koji je izokrenut jedina moguća pripovjedačeva perspektiva jest poremećena perspektiva6 škvorc 2005 248,1
3785,naime perspektiva pojedinca koji u prvom dijelu romana ističe svoj položaj onoga koji vidi i želi ukazati na pravo stanje stvari i mogućnost plovidbe pokazala se nemogućom što je vidljivo i iz sljedećeg komentara,1
3786,i koliko god mi se prije činilo jednostavno krenuti u maglu pogotovu na krilima vjere u nepoznatu navigaciju toliko mi je sada bilo zlosutno ovo sablasno kretanje kroz još zgusnutije nabito magleno tijesto sada pošto sam vidio onoga barbu s njegovim hripljivim i rabijatnim autoritetom razapetog između sigurnosti i rizika između odgovornosti i prezira prema toj rulji laskavaca,1
3788,i sada ću ostati ovdje među ovim bačvama nafte i među smrdljivim cimama kao slijepi putnik sve dok možda slučajno ne bubnemo o koju stijenu ili ne strugnemo dnom o pržinu ili dok pred nas ne iskrsne iz nevidjelice kakav željezni brat pa nas ne zajaše uz tutanj i baraban,1
3789,onda će me oni začas izvući nasred palube i optužiti,0
3790,ali neće tada reći da sam medicinski slučaj s radarskim očima a ne,1
3791,poremećena perspektiva temelji se na paradoksu i obratima normalno biva nenormalnim a nenormalno normalnim moguće postaje nemoguće a nemoguće moguće ozbiljno postaje neozbiljno a neozbiljno ozbiljno,0
3792,poremećena perspektiva koja prevladava u cijelom romanu dolazi do vrhunca u njegovu drugom dijelu školjka šumi kada općinski funkcionar iz prvog dijela romana mali stručni zločinac 479a sada imenovan sirena sprovodi magistra u zagrebačku umobolnicu,1
3793,spoznaja o vlastitoj nemoći od koje nema neke velike pomoći prelazi u gnjev pa onda u rezignaciju koja se u ovom dijelu romana konačno pretvara u obijesnu jezičnu igru,1
3796,izopćenost i poremećenost u tako podvojenom svijetu dodatno se naglašavaju udvostručivanjem slike u ogledalu subjektova slika na samom početku drugog dijela romana izokrenuta je jer izlazi iz ogledala željezničkog zahoda magistra iz zrcalnog odraza gledaju dvije staklene loptice nasmijana bezumlja,1
3799,sada se to podvajanje i obrtanje šire na sve strukturne komponente romana i dodatno pojačavaju zamjenom uloga povezanom s izgubljenim ispravama jer je magistar sirenine isprave navodno bacio u zahodsku školjku,1
3800,skrivanjem ili bacanjem uništavanjem isprava mogu se privremeno zamijeniti i uloge aktera što se rabi kao glavna narativna strategija u drugom dijelu romana i tako pokušao sam mu mirno objasniti kako se sada odjednom ne zna tko je od nas dvojice umobolnik,1
3802,ja mogu biti oj ludi li vi a vi možete biti oj lud li ja,0
3803,komora ili vrapče,0
3804,funkcionar ili pacijent,0
3805,dnevnice ili menaža,0
3806,simbolika zamjene uloga temelj je vodviljske igre čime se potvrđuje još jedan u nizu obrata odnosno paradoksa,1
3807,zamjena uloga ne otkriva samo izokrenutost svijeta već rađa još jedan apsurd subjekta ne određuje njegova osobnost već isprave koje jedine potvrđuju njegov identitet,1
3808,time se razobličuje ono što bi trebalo biti jednim od temelja uređenog vanjskog svijeta individualnost,1
3809,kod magistra identitet je skriven u školjci odnosno morskom pužu a kod sirene u zahodskoj školjci,0
3810,ali ako nekima kažeš školjka šumi oni će najprije pomisliti na engleski zahod,0
3811,jer im je duša u sifonu srce u kloaki i jer im je mašta obudovjela pa rađa samo posmrčad i svaki je taj istresak mrtvorođenče 487b,1
3812,za razliku od vanjske uniformiranosti posebno tadašnjeg društvenog kolektiviteta školjka koja šumi odnosno lubanja magistrova glava govori o identitetu i subjektivnosti o vlastitom poimanju svijeta koje se razlikuje od poimanja većine ostalih likova uglavnom predstavnika vlasti i birokracije činovnika policajaca čuvara službenika funkcionara kapetana političara odnosno svih onih koji predstavljaju državni aparat,1
3813,normalni misle na praznu morsku školjku onu što stoji na kaminu na komodi na kapetanskom stolu,0
3814,kad se prinese uhu,0
3815,na zvukove što su se zaglavili pa se kovitlaju normalni obično misle to što sam rekao,1
3816,a ja koji nisam normalan ja ipak ne mislim ni na školjku ni na puža nego na ovu svoju glavu,0
3817,u praznoj školjci u tome nesretnom pužu samo su i jedino zvukovi,0
3818,ništa drugo,0
3819,u mojoj lubanji samo moji šumovi,0
3821,nitko drugi ne čuje školjku što je prinosimo uhu i nitko ne čuje što u tuđoj glavi tutnji,1
3822,školjka koja šumi svojevrsna je metafora individualnosti i potpuno je oprečna administrativnoj ispraznosti dokumenata iskaznica putovnica dijagnoza i diploma kojima se pokušava odrediti i omeđiti nečija osobnost,1
3824,dok u prvom dijelu izvanbrodskog dnevnika prevladavaju opreke odlazakpovratak vidljivonevidljivo i mirovanjekretanje koje ukazuju na ne mogućnost plovidbe u drugom dijelu prevladavaju opreke kolektivno individualno vanjskounutarnje i razumludilo,0
3825,magistar se tako na privremenom izlasku iz umobolnice nalazi između vanjske i unutarnje slobode,1
3827,uredan razumski poredak uniformira i skladno svrstava ljude koji se ponašaju po određenim konvencijama i pravilima čak su i slično odjeveni slično se ponašaju i govore zajednički se pjeva ždere viče konferira,0
3828,sve u serijama i konfekcijski,0
3829,sve u povorkama,0
3830,ja sam i ovdje kao i onamo opet sam jedini čovjek s pogrebnim vijencem kao s državnim grbom preko ruke,1
3831,za razliku od vanjskog razumski uređenog svijeta pojedinac traži svoju slobodu i identitet u ludnici9 tom lažnom svijetu institucija i konvencija on će suprotstaviti identitet slobodnog luđaka a školjka koja šumi postat će provodnim motivom i simbolom te individualne ali i umjetničke slobode,1
3832,međutim magistar pritom mora odigrati posebnu ulogu on na sebe mora staviti masku luđaka ili lude jer jedino na taj način može govoriti ono što drugi ne mogu,1
3833,naime ulogu luđaka koji to nije može igrati jedino luda lik koji povezuje ludilo i ludens bezumlje i igru čime ovakva književnost postaje jedna vrsta razigrane ludosti odnosno nasmijanog bezumlja jer više se ne referira izravno na stvarnost ne želi i ne može promijeniti svijet ne može se ostvariti kao jedinstven subjekt i zato pokušava tu ideološku posredovanost nadići samom jezičnom igrom,1
3834,luda je lik koji može na svoj način reći ono što ne može nitko drugi,0
3835,u svojoj poznatoj studiji o romanu bahtin piše o likovima obješenjaka šaljivčine i lude koji razobličuju laž institucija i njihov konvencionalni govor obješenjakova obmana parodira visoke jezike šaljivčina izvodi preokretanje a luda se koristi naivnim nerazumijevanjem obešenjak lakrdijaš i luda stvaraju oko sebe posebne male svetove posebne kronotope,1
3836,ti likovi u književnosti sa sobom donose prvo vrlo bitnu vezu s pozorišnom scenom na trgu sa pozorišnom maskom na trgu oni su povezani sa jednom posebnom ali veoma bitnom deonicom narodnog trga,0
3838,bahtin smatra da su to tri važne dijaloške kategorije koje su organizirale govornu raznolikost u romanu u osvit njegove povijesti,1
3840,bahtin navodi kako jedan od osnovnih zadataka romana postaje razobličavanje konvencionalnosti i lažne uvjetovanosti svih ljudskih odnosa,0
3841,kraljevski dvor ili trg na kojem luda izvodi svoj vodvilj sada postaje cijeli svijet koji je izokrenut ali ludnica je naprotiv meni ovaj uredni maxi svijet koji je sav izokrenut,1
3842,bahtin govori o ludi i obješenjaku spadalu i šaljivčini kao likovima koji nisu ono za što se predstavljaju oni žive samo u svojoj ulozi a izvan nje ne postoje,1
3843,zato je motiv školjke na neki način i svojevrsno opravdanje pripovjedačeva postupka,0
3844,iz njega izviru kalamburi igra riječima ironija deestetizacija parodija i paradoks,1
3845,jezik je predstavnik književnosti svijeta ali i same individue pa je prema tome književnost na taj način sadržana u školjci koja šumi koja proizvodi vlastito posebno značenje,1
3846,međutim jezik pa tako i jezik književnosti kao što smo vidjeli i kao što ćemo dalje vidjeti može postati i utočište ideologije kao i svega površnog istrošenog i negativnog,1
3847,stoga seškoljka koja šumi ne može promatrati jednoznačno,0
3849,pripovjedač nam nikada neće ili ne može otkriti što se u toj školjci zapravo događa,1
3851,jezik gubi svoje izvorno značenje komunikacije i spoznaje i postaje izvrnuti jezik konvencija ideologije naopakog svijeta i konačno laži o čemu na sličan način govori i francuski teoretičar georges gusdorf u članku ja sam ja ich bin ein ich,1
3852,svi naši čini su u biti krajnje osobni jedinstveni individualni neusporedivi sigurno no čim ih svijest prevede u jezik prestaju izgledati takvima,1
3854,općinski službenik sirena koji prati magistra do umobolnice nema identiteta on je samo simbolički predstavnik komore to jest partije činovnik koji se ponaša po određenim pravilima i zato ne može shvatiti magistrovu igru,1
3855,sirena ne može shvatiti ni magistrovu ironiju nemojte se veli igrati ozbiljnim stvarima jer to je sireni ozbiljno,1
3856,taj vodvilj,0
3858,zato je između pisca i ideologije onemogućen dijalog on se može samo poigrati tim i takvim svijetom ali ta igra ipak ima gorak okus prešućenog škvorc,1
3859,u novakovoj noveli dalje treba misliti koja je objavljena prije izvanbrodskog dnevnika ono bitno koje je uvelike i politički konotirano još uvijek postoji ali se o njemu ne može izravno govoriti,0
3860,stoga se govori piše o nebitnom a ono glavno prešućuje se ili se ironizira,1
3861,taj postupak koji je novak nazvao ideologijom šutnje povezan je na određen način i s ideologijom priče to hoću da kažem kada je riječ o ideologiji šutnje,1
3862,ili svejedno recimo ideologiji priče,0
3863,hoću da kažem valjalo bi šutjeti o bitnim stvarima,0
3864,ili svejedno recimo pričati o nebitnim,0
3865,tako se ne može postati jedan od bezbrojnih sizifa ili tantala,0
3866,bogovi tako ne znaju gdje nam je peta a kažnjavaju nas samo prema našem jeziku koji je nešto posve drugo,1
3870,danas bih mogao kao slobodni luđak rikati okolo sve što sam nekoć prešućivao,1
3872,kada bi toga još bilo,0
3873,samo glavnoga više nema,0
3875,premda samo po sebi i nije,0
3876,ne nije nimalo,0
3878,magistrov je položaj politički određen pa se pripovjedač obilato koristi zabludama vladajuće ideologije njezinim političkim govorom birokratskom ispraznošću kao i ispraznošću cijelog partijskog aparata,1
3879,međutim pripovjedač implicitno naznačuje kako je nemoguće zauzeti neku metapoziciju koja bi bila izvan samog simboličkog poretka odnosno jezika kada nam upravo taj simbolički poredak omogućuje da govorimo,1
