id,tokens,label,pos
3756,"[""u"",""trećem"",""dijelu"",""romana"",""nekropola"",""magistar"",""se"",""vraća"",""iz"",""zagrebačke"",""umobolnice"",""na"",""otok"",""kako"",""bi"",""prisustvovao"",""ukopu"",""zbog"",""kojeg"",""su"",""mu"",""općinske"",""vlasti"",""otele"",""njegovo"",""posljednje"",""utočište"",""grobno"",""mjesto""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0]","[""ADP"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""NOUN"",""PRON"",""VERB"",""ADP"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""ADV"",""AUX"",""VERB"",""NOUN"",""ADP"",""DET"",""AUX"",""PRON"",""ADJ"",""NOUN"",""VERB"",""DET"",""ADJ"",""NOUN"",""ADJ"",""NOUN""]"
3757,"[""time"",""se"",""onemogućuje"",""njegova"",""težnja"",""za"",""logičnim"",""umiranjem""]","[0,0,0,0,0,0,1,1]","[""DET"",""PRON"",""VERB"",""DET"",""NOUN"",""ADP"",""ADJ"",""NOUN""]"
3758,"[""putovanje"",""je"",""tako"",""alegorijski"",""prikazan"",""subjektov"",""životni"",""i"",""literarni"",""put"",""i"",""ima"",""narativnu"",""i"",""simboličku"",""dimenziju"",""otok"",""je"",""ishodište"",""prijelaz"",""s"",""otoka"",""na"",""kopno"",""jest"",""prijelaz"",""između"",""dvaju"",""zasebnih"",""kronotopa"",""svijet"",""je"",""nalik"",""na"",""umobolnicu"",""u"",""kojoj"",""magistar"",""nalazi"",""privremeno"",""utočište"",""a"",""povratak"",""na"",""otok"",""prostorno"",""je"",""vremensko"",""i"",""literarno"",""zaokruživanje"",""cjeline""]","[0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]","[""NOUN"",""AUX"",""ADV"",""ADJ"",""ADJ"",""X"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""CCONJ"",""VERB"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""NOUN"",""AUX"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""ADP"",""NOUN"",""AUX"",""NOUN"",""ADP"",""NUM"",""ADJ"",""NOUN"",""NOUN"",""AUX"",""ADV"",""ADP"",""NOUN"",""ADP"",""DET"",""NOUN"",""VERB"",""ADV"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""ADV"",""AUX"",""ADJ"",""CCONJ"",""ADV"",""NOUN"",""NOUN""]"
3759,"[""cikličnost"",""putovanja"",""odnosno"",""života3"",""u"",""prvom"",""je"",""dijelu"",""romana"",""povezana"",""ponajprije"",""s"",""tadašnjim"",""aktualnim"",""političkim"",""uređenjem"",""prikazanim"",""u"",""obliku"",""alegorije""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""ADV"",""NOUN"",""ADP"",""ADJ"",""AUX"",""NOUN"",""NOUN"",""ADJ"",""ADV"",""ADP"",""ADJ"",""ADJ"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""NOUN"",""NOUN""]"
3762,"[""magla"",""je"",""vlastita"",""vidna"",""smetnja"",""koja"",""zastire"",""svijet"",""i"",""koja"",""se"",""u"",""cijelom"",""romanu"",""pojavljuje"",""u"",""brojnim"",""oblicima"",""zamagljivanje"",""objektivna"",""magla"",""magleno"",""stanje"",""odmaglio"",""zvono"",""magle"",""nabito"",""magleno"",""tijesto"",""žvačući"",""maglu"",""magleni"",""zastor""]","[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1]","[""NOUN"",""AUX"",""ADJ"",""ADJ"",""NOUN"",""DET"",""NOUN"",""NOUN"",""CCONJ"",""DET"",""PRON"",""ADP"",""ADJ"",""NOUN"",""VERB"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""ADV"",""ADV"",""NOUN"",""ADV"",""NOUN"",""NOUN"",""NOUN""]"
3763,"[""magla"",""ovdje"",""nije"",""samo"",""metafora"",""socijalističke"",""ideologije"",""već"",""ideologije"",""uopće"",""koja"",""ograničava"",""pogled"",""na"",""svijet"",""i"",""dijeli"",""ga"",""na"",""vidljivo"",""i"",""nevidljivo""]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0]","[""NOUN"",""ADV"",""AUX"",""ADV"",""NOUN"",""ADJ"",""NOUN"",""ADV"",""NOUN"",""ADV"",""DET"",""VERB"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""VERB"",""PRON"",""ADP"",""ADJ"",""CCONJ"",""ADJ""]"
3764,"[""iza"",""ideološke"",""magle"",""ne"",""vidi"",""se"",""prava"",""zbilja"",""odnosno"",""svijet"",""onakav"",""kakav"",""jest"",""ako"",""je"",""to"",""uopće"",""moguće""]","[1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""ADJ"",""NOUN"",""PART"",""VERB"",""PRON"",""NOUN"",""ADV"",""ADV"",""NOUN"",""DET"",""DET"",""AUX"",""SCONJ"",""AUX"",""DET"",""ADV"",""ADJ""]"
3765,"[""magistar"",""je"",""svjestan"",""te"",""ideologije"",""koju"",""promiče"",""jedno"",""društvo"",""ali"",""i"",""svoje"",""nemoći"",""da"",""se"",""suprotstavi"",""tom"",""sustavu"",""i"",""bilo"",""što"",""promijeni""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""AUX"",""ADJ"",""PRON"",""NOUN"",""DET"",""VERB"",""NUM"",""NOUN"",""CCONJ"",""CCONJ"",""DET"",""NOUN"",""PART"",""PRON"",""VERB"",""DET"",""NOUN"",""CCONJ"",""AUX"",""PRON"",""VERB""]"
3766,"[""on"",""zato"",""postaje"",""izopćenik"",""medicinski"",""slučaj"",""s"",""radarskim"",""očima"",""4"",""koji"",""za"",""razliku"",""od"",""kapetana"",""i"",""ostalih"",""likova"",""vidi"",""kroz"",""maglu"",""ili"",""iza"",""magle""]","[0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1]","[""X"",""ADV"",""VERB"",""NOUN"",""ADV"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""NUM"",""DET"",""ADP"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""VERB"",""ADP"",""NOUN"",""CCONJ"",""ADP"",""NOUN""]"
3767,"[""vožnja"",""bi"",""nas"",""možda"",""umivala"",""povjetarcem"",""ali"",""mi"",""stojimo"",""sve"",""stoji"",""magla"",""se"",""više"",""ne"",""ljulja"",""i"",""ne"",""smuca"",""uokolo"",""nego"",""nam"",""se"",""ona"",""čini"",""kao"",""vlastita"",""vidna"",""smetnja"",""kao"",""oftalmična"",""migrena"",""koja"",""nam"",""zastire"",""svijet"",""i"",""od"",""koje"",""vidimo"",""mrlju"",""kamo"",""god"",""pogledali""]","[0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[""NOUN"",""AUX"",""PRON"",""ADV"",""VERB"",""NOUN"",""CCONJ"",""PRON"",""VERB"",""ADJ"",""VERB"",""NOUN"",""PRON"",""ADV"",""PART"",""VERB"",""CCONJ"",""PART"",""VERB"",""ADV"",""CCONJ"",""PRON"",""PRON"",""PRON"",""VERB"",""SCONJ"",""ADJ"",""ADJ"",""NOUN"",""SCONJ"",""ADJ"",""NOUN"",""DET"",""PRON"",""NOUN"",""NOUN"",""CCONJ"",""ADP"",""DET"",""VERB"",""NOUN"",""ADV"",""PART"",""VERB""]"
3768,"[""iako"",""možemo"",""pretpostaviti"",""da"",""se"",""ovdje"",""misli"",""na"",""određenu"",""ideologiju"",""zapravo"",""je"",""riječ"",""o"",""ideologiji"",""uopće"",""kao"",""sustavu"",""ideja"",""i"",""uvjerenja"",""koji"",""iskrivljuju"",""pogled"",""na"",""stvarnost""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1]","[""SCONJ"",""VERB"",""VERB"",""PART"",""PRON"",""ADV"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""ADV"",""AUX"",""NOUN"",""ADP"",""NOUN"",""ADV"",""SCONJ"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""DET"",""VERB"",""NOUN"",""ADP"",""NOUN""]"
3769,"[""međutim"",""magistrova"",""je"",""pozicija"",""naglašena"",""njegovim"",""uvidom"",""on"",""jedini"",""vidi"",""iza"",""magle"",""jer"",""ima"",""radarske"",""oči"",""kojima"",""gleda"",""iza"",""ideološki"",""omeđenog"",""i"",""zadanog"",""pogleda"",""i"",""mišljenja"",""čime"",""se"",""izdvaja"",""njegova"",""pozicija"",""lika"",""izopćenika""]","[0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""ADJ"",""AUX"",""NOUN"",""ADJ"",""DET"",""NOUN"",""X"",""ADJ"",""VERB"",""ADP"",""NOUN"",""SCONJ"",""VERB"",""ADJ"",""NOUN"",""DET"",""VERB"",""ADP"",""ADV"",""ADJ"",""CCONJ"",""ADJ"",""VERB"",""CCONJ"",""NOUN"",""PRON"",""PRON"",""VERB"",""DET"",""NOUN"",""NOUN"",""NOUN""]"
3770,"[""osudu"",""ideologije"",""i"",""težnju"",""za"",""promjenom"",""zamjenjuju"",""deziluzija"",""i"",""rezignacija""]","[1,1,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""VERB"",""NOUN"",""CCONJ"",""NOUN""]"
3771,"[""nakon"",""sloma"",""iluzije"",""slijede"",""radikalna"",""deziluzija"",""ironija"",""i"",""cinizam""]","[0,1,0,0,0,0,0,0,0]","[""ADV"",""NOUN"",""NOUN"",""VERB"",""ADJ"",""NOUN"",""NOUN"",""CCONJ"",""NOUN""]"
3772,"[""stoga"",""subjektov"",""put"",""nije"",""put"",""sazrijevanja"",""i"",""spoznaje"",""već"",""sinkronijski"",""presjek"",""stanja"",""društva"",""u"",""kojem"",""je"",""on"",""već"",""prije"",""spoznao"",""apsurd"",""tog"",""stanja"",""ali"",""i"",""svog"",""egzistencijalnog"",""položaja"",""koji"",""određuju"",""nemoć"",""i"",""izopćenost""]","[0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""X"",""NOUN"",""AUX"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADV"",""ADJ"",""NOUN"",""NOUN"",""NOUN"",""ADP"",""DET"",""AUX"",""X"",""ADV"",""ADV"",""VERB"",""NOUN"",""DET"",""NOUN"",""CCONJ"",""CCONJ"",""DET"",""ADJ"",""NOUN"",""DET"",""VERB"",""NOUN"",""CCONJ"",""NOUN""]"
3773,"[""što"",""vrijedi"",""meni"",""skupi"",""sjaj"",""moje"",""rezignacije"",""kad"",""opet"",""dijelim"",""isti"",""mutni"",""vidik"",""s"",""ovim"",""prokletnicima"",""i"",""kad"",""me"",""valja"",""ista"",""mrtvež"",""koja"",""i"",""njih"",""na"",""istoj"",""splavi"",""s"",""njima"",""pod"",""istim"",""znacima"",""zlokobnim"",""na"",""nebu""]","[0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0]","[""PRON"",""VERB"",""PRON"",""ADJ"",""NOUN"",""DET"",""NOUN"",""ADV"",""ADV"",""VERB"",""ADJ"",""ADJ"",""NOUN"",""ADP"",""DET"",""NOUN"",""CCONJ"",""ADV"",""PRON"",""VERB"",""ADJ"",""NOUN"",""DET"",""CCONJ"",""PRON"",""ADP"",""ADJ"",""NOUN"",""ADP"",""PRON"",""ADP"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""NOUN""]"
3774,"[""svjestan"",""sam"",""ja"",""svoje"",""velike"",""nemoći""]","[0,0,0,0,0,0]","[""ADJ"",""ADJ"",""PRON"",""DET"",""ADJ"",""NOUN""]"
3775,"[""stanje"",""rezignacije"",""i"",""nemoći"",""glavnoga"",""lika"",""da"",""bilo"",""što"",""promijeni"",""utjecat"",""će"",""na"",""njegov"",""položaj"",""u"",""tekstu"",""što"",""će"",""znatno"",""odrediti"",""i"",""retoriku"",""i"",""pripovjedne"",""postupke"",""koji"",""se"",""rabe"",""u"",""romanu""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""ADJ"",""NOUN"",""PART"",""AUX"",""PRON"",""VERB"",""VERB"",""AUX"",""ADP"",""DET"",""NOUN"",""ADP"",""NOUN"",""PRON"",""AUX"",""ADV"",""VERB"",""CCONJ"",""NOUN"",""CCONJ"",""ADJ"",""NOUN"",""DET"",""PRON"",""VERB"",""ADP"",""NOUN""]"
3776,"[""nemoć"",""subjekta"",""povezana"",""je"",""i"",""s"",""nemoći"",""jezika"",""da"",""obuhvati"",""i"",""izrazi"",""stvarnost"",""što"",""ću"",""obrazložiti"",""u"",""nastavku"",""rada""]","[0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0]","[""NOUN"",""NOUN"",""ADJ"",""AUX"",""CCONJ"",""ADP"",""NOUN"",""NOUN"",""PART"",""VERB"",""CCONJ"",""NOUN"",""NOUN"",""PRON"",""AUX"",""VERB"",""ADP"",""NOUN"",""NOUN""]"
3777,"[""u"",""romanu"",""se"",""najčešće"",""polazi"",""od"",""pojedinačne"",""pripovjedne"",""situacije"",""nakon"",""koje"",""gotovo"",""redovito"",""slijede"",""kraće"",""ironične"",""usporedbe"",""ili"",""nešto"",""duže"",""refleksije"",""koje"",""se"",""često"",""uobličavaju"",""u"",""esejističkoraspravljačke"",""unutarnje"",""komentare"",""koji"",""potvrđuju"",""određeno"",""saznanje"",""o"",""društvu"",""i"",""subjektovu"",""položaju""]","[0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""NOUN"",""PRON"",""ADV"",""VERB"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""ADV"",""DET"",""ADV"",""ADV"",""VERB"",""ADV"",""ADJ"",""NOUN"",""CCONJ"",""PRON"",""ADV"",""NOUN"",""DET"",""PRON"",""ADV"",""ADV"",""ADP"",""ADJ"",""ADJ"",""NOUN"",""DET"",""VERB"",""ADJ"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""X"",""NOUN""]"
3779,"[""odšetao"",""sam"",""u"",""maglu"",""vozeći"",""kao"",""puž"",""svoj"",""vidni"",""balon"",""noseći"",""zvono"",""magle"",""u"",""kojemu"",""me"",""okružuje"",""uvijek"",""isto"",""svijetlo"",""vidjelo"",""kud"",""god"",""pođem"",""što"",""iz"",""toga"",""kruga"",""izađe"",""ne"",""postoji"",""više"",""nema"",""drugih"",""putnika"",""ni"",""vozača"",""u"",""njihovim"",""zamagljenim"",""kutijama"",""nema"",""mora"",""niti"",""obale"",""izvan"",""moga"",""malog"",""vidokruga"",""gubi"",""se"",""sve"",""u"",""nestvarnome"",""rasteru"",""iza"",""kojeg"",""je"",""ništavilo"",""sasvim"",""blizu"",""nadohvat"",""tamo"",""kuda"",""sam"",""maločas"",""prošao"",""kao"",""da"",""sam"",""tvorac"",""koji"",""pred"",""sobom"",""stvara"",""a"",""za"",""sobom"",""briše"",""svijet"",""koračajući"",""samo"",""tlima"",""što"",""ih"",""je"",""za"",""sebe"",""upravo"",""stvorio""]","[0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0]","[""VERB"",""ADJ"",""ADP"",""NOUN"",""ADV"",""SCONJ"",""NOUN"",""DET"",""ADJ"",""NOUN"",""ADV"",""NOUN"",""NOUN"",""ADP"",""DET"",""PRON"",""VERB"",""ADV"",""ADV"",""ADJ"",""VERB"",""ADV"",""PART"",""VERB"",""PRON"",""ADP"",""DET"",""NOUN"",""VERB"",""PART"",""VERB"",""ADV"",""VERB"",""ADJ"",""NOUN"",""PART"",""NOUN"",""ADP"",""DET"",""ADJ"",""NOUN"",""VERB"",""VERB"",""PART"",""NOUN"",""ADP"",""DET"",""ADJ"",""NOUN"",""VERB"",""PRON"",""ADJ"",""ADP"",""ADV"",""NOUN"",""ADP"",""DET"",""AUX"",""NOUN"",""ADV"",""ADV"",""ADV"",""ADV"",""ADV"",""ADJ"",""ADV"",""VERB"",""SCONJ"",""PART"",""ADJ"",""NOUN"",""DET"",""ADP"",""PRON"",""VERB"",""CCONJ"",""ADP"",""PRON"",""VERB"",""NOUN"",""ADV"",""ADV"",""NOUN"",""PRON"",""PRON"",""AUX"",""ADP"",""PRON"",""ADV"",""VERB""]"
3780,"[""međutim"",""pripovjedač"",""lik"",""u"",""otkrivanju"",""i"",""istovremeno"",""stvaranju"",""svog"",""svijeta"",""u"",""okviru"",""svog"",""vidnog"",""balona"",""stalno"",""nailazi"",""na"",""prekide"",""ili"",""nelogičnosti"",""u"",""obliku"",""paradoksa"",""što"",""je"",""navelo"",""t"",""ladana"",""na"",""zaključak"",""da"",""novakov"",""tekst"",""počiva"",""na"",""paradoksu"",""i"",""da"",""se"",""jedino"",""njime"",""može"",""i"",""objasniti"",""piščev"",""paradoks"",""ne"",""proizlazi"",""naprosto"",""iz"",""nazočne"",""zbilje""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""ADV"",""NOUN"",""DET"",""NOUN"",""ADP"",""NOUN"",""DET"",""ADJ"",""NOUN"",""ADV"",""VERB"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""NOUN"",""PRON"",""AUX"",""VERB"",""X"",""ADJ"",""ADP"",""NOUN"",""PART"",""ADJ"",""NOUN"",""VERB"",""ADP"",""NOUN"",""CCONJ"",""PART"",""PRON"",""ADV"",""PRON"",""VERB"",""CCONJ"",""VERB"",""ADJ"",""NOUN"",""PART"",""VERB"",""ADV"",""ADP"",""ADJ"",""NOUN""]"
3781,"[""paradoks"",""prethodi"",""dotičnoj"",""zbilji""]","[0,0,0,0]","[""NOUN"",""VERB"",""ADJ"",""NOUN""]"
3782,"[""zapravo"",""sveukupna"",""se"",""prisutna"",""zbilja"",""kreće"",""prema"",""paradoksu"",""ukoliko"",""na"",""njemu"",""i"",""ne"",""počiva"",""i"",""ona"",""se"",""kao"",""takva"",""jedino"",""paradoksom"",""i"",""može"",""odrediti"",""i"",""objasniti"",""ladan"",""1991"",""157""]","[0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[""ADV"",""ADJ"",""PRON"",""ADJ"",""ADV"",""VERB"",""ADP"",""NOUN"",""SCONJ"",""ADP"",""PRON"",""CCONJ"",""PART"",""VERB"",""CCONJ"",""PRON"",""PRON"",""SCONJ"",""DET"",""ADV"",""NOUN"",""CCONJ"",""VERB"",""VERB"",""CCONJ"",""VERB"",""NOUN"",""ADJ"",""NUM""]"
3783,"[""zato"",""se"",""i"",""radnja"",""razvija"",""putem"",""paradoksa"",""na"",""brodu"",""sve"",""je"",""predviđeno"",""tako"",""nepredviđeno"",""459a"",""iz"",""pristaništa"",""se"",""polazi"",""oduvijek"",""u"",""neprikladno"",""vrijeme"",""459b"",""čeka"",""se"",""onda"",""kada"",""se"",""može"",""isploviti"",""a"",""isplovljava"",""onda"",""kada"",""je"",""to"",""gotovo"",""nemoguće"",""trajekt"",""se"",""nasukava"",""baš"",""na"",""svjetioniku"",""a"",""umjesto"",""domaćeg"",""tegljača"",""stare"",""ribarske"",""podrtine"",""trajekt"",""spašava"",""njemački"",""gliser""]","[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0]","[""ADV"",""PRON"",""CCONJ"",""NOUN"",""VERB"",""NOUN"",""NOUN"",""ADP"",""NOUN"",""ADJ"",""AUX"",""ADJ"",""ADV"",""ADV"",""NUM"",""ADP"",""NOUN"",""PRON"",""VERB"",""ADV"",""ADP"",""ADV"",""NOUN"",""NUM"",""VERB"",""PRON"",""ADV"",""ADV"",""PRON"",""VERB"",""VERB"",""CCONJ"",""VERB"",""ADV"",""ADV"",""AUX"",""DET"",""ADV"",""ADV"",""NOUN"",""PRON"",""NOUN"",""PART"",""ADP"",""NOUN"",""CCONJ"",""ADV"",""ADJ"",""NOUN"",""ADJ"",""ADJ"",""NOUN"",""NOUN"",""VERB"",""ADJ"",""NOUN""]"
3784,"[""na"",""temelju"",""do"",""sada"",""navedenog"",""da"",""bi"",""se"",""uopće"",""moglo"",""govoriti"",""o"",""svijetu"",""koji"",""je"",""izokrenut"",""jedina"",""moguća"",""pripovjedačeva"",""perspektiva"",""jest"",""poremećena"",""perspektiva6"",""škvorc"",""2005"",""248""]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]","[""ADP"",""NOUN"",""ADP"",""ADV"",""ADJ"",""PART"",""AUX"",""PRON"",""ADV"",""VERB"",""VERB"",""ADP"",""NOUN"",""DET"",""AUX"",""ADJ"",""ADJ"",""ADJ"",""ADJ"",""NOUN"",""AUX"",""ADJ"",""X"",""X"",""NUM"",""NUM""]"
3785,"[""naime"",""perspektiva"",""pojedinca"",""koji"",""u"",""prvom"",""dijelu"",""romana"",""ističe"",""svoj"",""položaj"",""onoga"",""koji"",""vidi"",""i"",""želi"",""ukazati"",""na"",""pravo"",""stanje"",""stvari"",""i"",""mogućnost"",""plovidbe"",""pokazala"",""se"",""nemogućom"",""što"",""je"",""vidljivo"",""i"",""iz"",""sljedećeg"",""komentara""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]","[""ADV"",""NOUN"",""NOUN"",""DET"",""ADP"",""ADJ"",""NOUN"",""NOUN"",""VERB"",""DET"",""NOUN"",""DET"",""DET"",""VERB"",""CCONJ"",""VERB"",""VERB"",""ADP"",""NOUN"",""NOUN"",""NOUN"",""CCONJ"",""NOUN"",""NOUN"",""VERB"",""PRON"",""ADJ"",""PRON"",""AUX"",""ADJ"",""CCONJ"",""ADP"",""ADJ"",""NOUN""]"
3786,"[""i"",""koliko"",""god"",""mi"",""se"",""prije"",""činilo"",""jednostavno"",""krenuti"",""u"",""maglu"",""pogotovu"",""na"",""krilima"",""vjere"",""u"",""nepoznatu"",""navigaciju"",""toliko"",""mi"",""je"",""sada"",""bilo"",""zlosutno"",""ovo"",""sablasno"",""kretanje"",""kroz"",""još"",""zgusnutije"",""nabito"",""magleno"",""tijesto"",""sada"",""pošto"",""sam"",""vidio"",""onoga"",""barbu"",""s"",""njegovim"",""hripljivim"",""i"",""rabijatnim"",""autoritetom"",""razapetog"",""između"",""sigurnosti"",""i"",""rizika"",""između"",""odgovornosti"",""i"",""prezira"",""prema"",""toj"",""rulji"",""laskavaca""]","[0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0]","[""CCONJ"",""ADV"",""PART"",""PRON"",""PRON"",""ADV"",""VERB"",""ADV"",""VERB"",""ADP"",""NOUN"",""VERB"",""ADP"",""NOUN"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""ADV"",""PRON"",""AUX"",""ADV"",""AUX"",""ADV"",""DET"",""ADV"",""NOUN"",""ADP"",""ADV"",""ADV"",""ADV"",""ADV"",""NOUN"",""ADV"",""SCONJ"",""ADJ"",""VERB"",""DET"",""NOUN"",""ADP"",""DET"",""ADJ"",""CCONJ"",""ADJ"",""NOUN"",""ADJ"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""NOUN"",""ADP"",""DET"",""NOUN"",""NOUN""]"
3788,"[""i"",""sada"",""ću"",""ostati"",""ovdje"",""među"",""ovim"",""bačvama"",""nafte"",""i"",""među"",""smrdljivim"",""cimama"",""kao"",""slijepi"",""putnik"",""sve"",""dok"",""možda"",""slučajno"",""ne"",""bubnemo"",""o"",""koju"",""stijenu"",""ili"",""ne"",""strugnemo"",""dnom"",""o"",""pržinu"",""ili"",""dok"",""pred"",""nas"",""ne"",""iskrsne"",""iz"",""nevidjelice"",""kakav"",""željezni"",""brat"",""pa"",""nas"",""ne"",""zajaše"",""uz"",""tutanj"",""i"",""baraban""]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0]","[""CCONJ"",""ADV"",""AUX"",""VERB"",""ADV"",""ADP"",""DET"",""NOUN"",""NOUN"",""CCONJ"",""ADP"",""ADJ"",""NOUN"",""SCONJ"",""ADJ"",""NOUN"",""ADJ"",""SCONJ"",""ADV"",""ADV"",""PART"",""VERB"",""ADP"",""DET"",""NOUN"",""CCONJ"",""PART"",""VERB"",""NOUN"",""ADP"",""NOUN"",""CCONJ"",""SCONJ"",""ADP"",""PRON"",""PART"",""VERB"",""ADP"",""X"",""DET"",""ADJ"",""NOUN"",""CCONJ"",""PRON"",""PART"",""VERB"",""ADP"",""NOUN"",""CCONJ"",""NOUN""]"
3789,"[""onda"",""će"",""me"",""oni"",""začas"",""izvući"",""nasred"",""palube"",""i"",""optužiti""]","[0,0,0,0,0,0,0,0,0,0]","[""ADV"",""AUX"",""PRON"",""PRON"",""ADV"",""VERB"",""NOUN"",""NOUN"",""CCONJ"",""VERB""]"
3790,"[""ali"",""neće"",""tada"",""reći"",""da"",""sam"",""medicinski"",""slučaj"",""s"",""radarskim"",""očima"",""a"",""ne""]","[0,0,0,0,0,0,0,0,0,1,1,0,0]","[""CCONJ"",""AUX"",""ADV"",""VERB"",""PART"",""ADJ"",""ADV"",""NOUN"",""ADP"",""ADJ"",""NOUN"",""CCONJ"",""PART""]"
